Geo Point,Geo Shape,GEOID,LANDAREA,WATERAREA,Latitude,Longitude,Total Population,White Only Population,Non White Only Percentage,AREA_SQMI,Total Population Estimate,Total Population Margin of Error,Housing Unit Estimate,Housing Unit Margin of Error,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
"33.82132163904848, -118.21865599705997","{""coordinates"": [[[-118.224576, 33.824288], [-118.224576, 33.824381], [-118.224163, 33.824381], [-118.222296, 33.824382], [-118.222297, 33.824488], [-118.222296, 33.825163], [-118.222296, 33.825202], [-118.222283, 33.825385], [-118.222283, 33.825603], [-118.222011, 33.825603], [-118.221835, 33.825604], [-118.221658, 33.825604], [-118.22148, 33.825604], [-118.221303, 33.825604], [-118.221281, 33.825604], [-118.221123, 33.825604], [-118.220948, 33.825604], [-118.220767, 33.825604], [-118.220606, 33.825604], [-118.220589, 33.825651], [-118.220532, 33.825652], [-118.220389, 33.825653], [-118.220163, 33.825712], [-118.219727, 33.825715], [-118.218621, 33.825722], [-118.21855, 33.825721], [-118.218353, 33.825722], [-118.218153, 33.825723], [-118.217887, 33.825725], [-118.217726, 33.825726], [-118.21755, 33.825736], [-118.217391, 33.825751], [-118.215948, 33.825847], [-118.215865, 33.825873], [-118.215706, 33.825901], [-118.215646, 33.825712], [-118.215621, 33.82564], [-118.215611, 33.825607], [-118.215608, 33.825595], [-118.215592, 33.825492], [-118.215607, 33.825448], [-118.21564, 33.825351], [-118.215574, 33.825129], [-118.21551, 33.824917], [-118.215476, 33.824755], [-118.215448, 33.824564], [-118.215429, 33.824345], [-118.213952, 33.82435], [-118.213708, 33.824345], [-118.213378, 33.824325], [-118.213079, 33.824296], [-118.212742, 33.82425], [-118.212612, 33.824228], [-118.212318, 33.82417], [-118.211964, 33.824085], [-118.211858, 33.824054], [-118.211617, 33.823985], [-118.211306, 33.82388], [-118.2111, 33.823799], [-118.211085, 33.822929], [-118.211087, 33.821366], [-118.211089, 33.819644], [-118.211091, 33.818906], [-118.21192, 33.818907], [-118.212205, 33.818907], [-118.212743, 33.818908], [-118.213288, 33.818908], [-118.213565, 33.818908], [-118.21437, 33.818909], [-118.214496, 33.818909], [-118.215453, 33.818917], [-118.215452, 33.819313], [-118.215451, 33.820011], [-118.215449, 33.821313], [-118.215449, 33.82137], [-118.21544, 33.821957], [-118.217748, 33.821953], [-118.219352, 33.821955], [-118.219456, 33.821952], [-118.219837, 33.821201], [-118.219871, 33.821134], [-118.220069, 33.82073], [-118.220347, 33.820195], [-118.220875, 33.819133], [-118.220988, 33.818904], [-118.22114, 33.818557], [-118.221231, 33.818304], [-118.221293, 33.818075], [-118.221346, 33.817818], [-118.221395, 33.817516], [-118.22142, 33.817298], [-118.221439, 33.813685], [-118.221441, 33.812484], [-118.221443, 33.811913], [-118.221443, 33.811665], [-118.222442, 33.811879], [-118.222442, 33.812452], [-118.222743, 33.812713], [-118.222768, 33.812728], [-118.222761, 33.812778], [-118.222757, 33.812935], [-118.223339, 33.815811], [-118.224504, 33.821568], [-118.22457, 33.821568], [-118.224568, 33.821607], [-118.224568, 33.82165], [-118.224568, 33.821731], [-118.224567, 33.82194], [-118.224583, 33.822718], [-118.22459, 33.823483], [-118.224603, 33.824202], [-118.224604, 33.824288], [-118.224576, 33.824288]]], ""type"": ""Polygon""}",6059110007,2402147,60360,33.7860198,-118.0863456,,,,,,,,,,,,,
"33.78684258876271, -118.10022239556304","{""coordinates"": [[[-118.107969, 33.78870399912757], [-118.107943, 33.792251999127565], [-118.107918, 33.79543699912748], [-118.104643, 33.79544399912747], [-118.1028, 33.7955199991275], [-118.101954, 33.79555799912746], [-118.099222, 33.79555899912746], [-118.094741, 33.79591999912746], [-118.090177, 33.79586099912749], [-118.090295, 33.794551999127506], [-118.094247, 33.786620999127564], [-118.093277, 33.785727999127616], [-118.096705, 33.77908499912771], [-118.097057, 33.77419199912774], [-118.103684, 33.774178999127756], [-118.103619, 33.78151999912767], [-118.108003, 33.781527999127654], [-118.107969, 33.78870399912757]]], ""type"": ""Polygon""}",6037574500,2549290,174070,33.7873397,-118.1000457,6533,4102,37.2110765,0.984285968,6625,578,2320,187,0.04,0.1801,0.2286,0.1866,0.0704
"33.786174283154985, -118.15348807821951","{""coordinates"": [[[-118.156749, 33.7862259991276], [-118.156743, 33.78976899912754], [-118.153488, 33.789761999127556], [-118.150232, 33.789756999127576], [-118.150232, 33.786670999127615], [-118.150217, 33.78576699912764], [-118.150232, 33.782588999127626], [-118.152404, 33.78258599912763], [-118.156748, 33.78259199912768], [-118.156749, 33.7862259991276]]], ""type"": ""Polygon""}",6037575103,480128,0,33.7861755,-118.153488,5088,1160,77.20124269,0.185378381,5131,631,2171,288,0.8767,0.4712,0.7272,0.727,0.7862
"33.786223977196556, -118.18502973053816","{""coordinates"": [[[-118.189379, 33.78577399912762], [-118.189364, 33.789856999127544], [-118.185026, 33.78985199912756], [-118.182848, 33.78985199912757], [-118.180675, 33.78985299912756], [-118.180684, 33.78486699912765], [-118.18068, 33.78259799912767], [-118.182852, 33.78260099912765], [-118.185016, 33.78259699912767], [-118.189376, 33.782588999127626], [-118.189387, 33.785325999127615], [-118.189379, 33.78577399912762]]], ""type"": ""Polygon""}",6037575300,648065,0,33.7862258,-118.1850263,4545,506,88.86686714,0.250219193,4382,781,1317,161,0.9843,0.9506,0.8579,0.9962,0.9993
"33.78622675474765, -118.19154710775175","{""coordinates"": [[[-118.193723, 33.789854999127556], [-118.189364, 33.789856999127544], [-118.189379, 33.78577399912762], [-118.189387, 33.785325999127615], [-118.189376, 33.782588999127626], [-118.192378, 33.78259199912768], [-118.19372, 33.78259399912767], [-118.193718, 33.78393299912762], [-118.193716, 33.78532499912762], [-118.193723, 33.789854999127556]]], ""type"": ""Polygon""}",6037575402,323805,0,33.7862264,-118.1915438,3454,448,87.02950578,0.125021758,3935,501,1137,175,0.9561,0.931,0.9493,0.9981,0.9989
"33.79133361993105, -118.13782713242117","{""coordinates"": [[[-118.142654, 33.79081799912755], [-118.142648, 33.79425699912752], [-118.142629, 33.79606399912749], [-118.141048, 33.796054999127456], [-118.134234, 33.79604999912746], [-118.133969, 33.7962599991275], [-118.133993, 33.79604999912746], [-118.134032, 33.789797999127586], [-118.134053, 33.78378999912765], [-118.134866, 33.78440499912762], [-118.137005, 33.78600099912761], [-118.140986, 33.78883999912756], [-118.14192, 33.789603999127564], [-118.141859, 33.79007299912757], [-118.142802, 33.79038799912756], [-118.142654, 33.79081799912755]]], ""type"": ""Polygon""}",6037574902,803318,0,33.7913351,-118.1378252,5192,2060,60.32356311,0.310162686,5481,711,1888,161,0.6488,0.0389,0.4917,0.8729,0.5443
"33.758175168368474, -118.1380431606969","{""coordinates"": [[[-118.145867, 33.760669999127934], [-118.14515, 33.76085799912791], [-118.14156, 33.76180699912789], [-118.139331, 33.762178999127904], [-118.13661, 33.76101399912791], [-118.133897, 33.75985499912796], [-118.133274, 33.75959099912794], [-118.130125, 33.75824699912795], [-118.132067, 33.75526899912799], [-118.13259510999995, 33.75315794212804], [-118.132698, 33.75321699912803], [-118.13689912399995, 33.75479583412798], [-118.14036707699996, 33.756099134127986], [-118.14175828599996, 33.75662196712798], [-118.14635697399996, 33.75835021112793], [-118.145867, 33.760669999127934]]], ""type"": ""Polygon""}",6037577300,906095,2308465,33.7398185,-118.1397692,5535,3862,30.22583013,0.349845092,5594,579,3849,475,0.2078,0.0241,0.1993,0.0934,0.0315
"33.8032956526123, -118.12962648653505","{""coordinates"": [[[-118.13397, 33.797002], [-118.13397, 33.797745], [-118.13397, 33.79793], [-118.133971, 33.799453], [-118.133971, 33.799684], [-118.13397, 33.800251], [-118.133966, 33.80126], [-118.133964, 33.802361], [-118.133963, 33.802474], [-118.133965, 33.802762], [-118.133965, 33.802798], [-118.133966, 33.802934], [-118.133968, 33.80315], [-118.133977, 33.803169], [-118.133976, 33.803239], [-118.133976, 33.803292], [-118.133975, 33.803925], [-118.133975, 33.803944], [-118.133974, 33.80438], [-118.133976, 33.805164], [-118.133976, 33.805969], [-118.133977, 33.806701], [-118.133965, 33.807954], [-118.133954, 33.809214], [-118.133951, 33.810372], [-118.133951, 33.810559], [-118.132949, 33.810558], [-118.132111, 33.810556], [-118.13129, 33.810555], [-118.130452, 33.810553], [-118.130034, 33.810547], [-118.129901, 33.810547], [-118.129791, 33.810546], [-118.129644, 33.810546], [-118.129275, 33.810545], [-118.126383, 33.810533], [-118.125952, 33.810533], [-118.12526, 33.810532], [-118.125261, 33.810381], [-118.125261, 33.810245], [-118.125261, 33.810141], [-118.125262, 33.809997], [-118.125257, 33.809267], [-118.125264, 33.808857], [-118.125269, 33.806759], [-118.125271, 33.806073], [-118.125274, 33.805025], [-118.125275, 33.804655], [-118.125278, 33.804313], [-118.125278, 33.804265], [-118.12528, 33.804011], [-118.125286, 33.803277], [-118.125285, 33.803015], [-118.125284, 33.80286], [-118.125284, 33.802762], [-118.125283, 33.802641], [-118.125282, 33.802494], [-118.125281, 33.802209], [-118.125291, 33.80141], [-118.125292, 33.800771], [-118.125293, 33.800316], [-118.125294, 33.800045], [-118.125303, 33.799755], [-118.125305, 33.79903], [-118.125312, 33.796022], [-118.126948, 33.796025], [-118.127823, 33.796027], [-118.128686, 33.796028], [-118.129555, 33.796029], [-118.130424, 33.796031], [-118.131293, 33.796039], [-118.132162, 33.796034], [-118.13265, 33.796042], [-118.13303, 33.796042], [-118.133993, 33.79605], [-118.133969, 33.79626], [-118.13397, 33.797002]]], ""type"": ""Polygon""}",6059099504,2310018,0,33.7512108,-118.0946098,,,,,,,,,,,,,
"33.754888036482, -118.12216649064031","{""coordinates"": [[[-118.129436, 33.75811299912794], [-118.130023, 33.75822699912794], [-118.128622, 33.75990799912793], [-118.127294, 33.76041899912794], [-118.122867, 33.75986899912792], [-118.122477, 33.75954399912794], [-118.120798, 33.76051699912792], [-118.116643, 33.756669999127965], [-118.112363, 33.75306099912803], [-118.116381, 33.750139999128045], [-118.11744, 33.74907999912807], [-118.122181, 33.75002099912807], [-118.128579, 33.752465999128006], [-118.13066, 33.755235999127954], [-118.129436, 33.75811299912794]]], ""type"": ""Polygon""}",6037577501,829179,532847,33.7543199,-118.1217851,3440,2729,20.66859864,0.32014767,3398,348,1906,188,0.1823,0.3099,0.0847,0.2108,0.1591
"33.73565770284502, -118.26282631859415","{""coordinates"": [[[-118.291048, 33.753778999128016], [-118.290498, 33.753776999128036], [-118.290246, 33.755760999128], [-118.287836, 33.75848199912797], [-118.289038, 33.75924599912796], [-118.284249, 33.763096999127924], [-118.282081, 33.76674399912787], [-118.281494, 33.767962999127846], [-118.28121, 33.76736099912784], [-118.278671, 33.77034899912782], [-118.273462, 33.77063399912777], [-118.268256, 33.7709189991278], [-118.266955, 33.77098999912778], [-118.266767, 33.76858999912785], [-118.263375, 33.767530999127864], [-118.260881, 33.76850399912784], [-118.260092, 33.76107799912792], [-118.258943, 33.76051799912792], [-118.253476, 33.761060999127906], [-118.24545, 33.7638889991279], [-118.241153, 33.75854099912794], [-118.248966, 33.75590199912798], [-118.23179711599994, 33.7149853841285], [-118.262297, 33.70502399912861], [-118.269645, 33.70402999912863], [-118.27135578799998, 33.70472439912861], [-118.27173941499994, 33.704880111128645], [-118.27182409799997, 33.704914483128604], [-118.27772063199994, 33.707307855128605], [-118.283454, 33.70963499912857], [-118.28356182099996, 33.70955243512855], [-118.285646, 33.71080799912854], [-118.285253, 33.716700999128484], [-118.282976, 33.719741999128445], [-118.284461, 33.7239029991284], [-118.284797, 33.726047999128355], [-118.281276, 33.7287559991283], [-118.280481, 33.72894699912833], [-118.280468, 33.73147399912828], [-118.280455, 33.734194999128256], [-118.280437, 33.7378229991282], [-118.279812, 33.737904999128226], [-118.279588, 33.74144899912816], [-118.279582, 33.743262999128156], [-118.279579, 33.744180999128105], [-118.279581, 33.74682499912811], [-118.280758, 33.74931999912808], [-118.282816, 33.751835999128005], [-118.284378, 33.752096999128035], [-118.287183, 33.75111299912802], [-118.2899, 33.75270099912803], [-118.290999, 33.752789999128034], [-118.291048, 33.753778999128016]]], ""type"": ""Polygon""}",6037980031,14104820,11846885,33.7377955,-118.2579674,1748,1319,24.54232006,5.445899212,1237,235,22,24,0.2825,0.1235,0.4887,0.0931,0.138
"33.77896085883274, -118.19720799349547","{""coordinates"": [[[-118.199368, 33.78259399912768], [-118.195063, 33.782588999127626], [-118.195052, 33.778974999127705], [-118.19505, 33.77533399912773], [-118.19802, 33.77533099912774], [-118.199362, 33.77533199912774], [-118.199357, 33.778966999127725], [-118.199368, 33.78259399912768]]], ""type"": ""Polygon""}",6037575802,320941,0,33.778962,-118.197207,4544,831,81.7121299,0.123915962,5499,773,1755,187,0.9936,0.7473,0.7906,0.9846,0.9868
"33.779161908404866, -118.20231166158983","{""coordinates"": [[[-118.2055, 33.782643999127664], [-118.199368, 33.78259399912768], [-118.199357, 33.778966999127725], [-118.199362, 33.77533199912774], [-118.200595, 33.775333999127724], [-118.202331, 33.775300999127765], [-118.205511, 33.77699999912771], [-118.2055, 33.782643999127664]]], ""type"": ""Polygon""}",6037575801,384509,51710,33.7794168,-118.2013699,1961,363,81.48899465,0.148459694,2240,468,792,164,0.938,0.927,0.8131,0.8764,0.9606
"33.793489844429146, -118.19647344568847","{""coordinates"": [[[-118.199233, 33.797122999127474], [-118.193703, 33.79711699912749], [-118.193714, 33.79530299912748], [-118.193726, 33.79348299912749], [-118.193729, 33.791675999127534], [-118.193723, 33.789854999127556], [-118.196355, 33.78985199912757], [-118.198076, 33.789846999127576], [-118.199221, 33.78984799912757], [-118.199218, 33.79166799912756], [-118.199224, 33.79348899912753], [-118.199229, 33.795302999127486], [-118.199233, 33.797122999127474]]], ""type"": ""Polygon""}",6037573004,410913,0,33.7934906,-118.1964734,4670,705,84.90362208,0.158654331,4866,988,1691,224,0.7339,0.6608,0.8467,0.8904,0.8347
"33.7826556272826, -118.23829298911461","{""coordinates"": [[[-118.260881, 33.76850399912784], [-118.256296, 33.77157099912778], [-118.255249, 33.771712999127764], [-118.251203, 33.774408999127736], [-118.248931, 33.77633299912775], [-118.24666, 33.77880999912772], [-118.24516, 33.780903999127695], [-118.243264, 33.7847269991276], [-118.240832, 33.79129099912754], [-118.237642, 33.79991699912743], [-118.23751, 33.80047999912742], [-118.23004, 33.79254699912754], [-118.227181, 33.800099999127426], [-118.224568, 33.80433599912737], [-118.223928, 33.80705299912734], [-118.225387, 33.81100799912732], [-118.228066, 33.824194999127116], [-118.228109, 33.82562699912712], [-118.226622, 33.829530999127044], [-118.224576, 33.82438099912715], [-118.224576, 33.824287999127094], [-118.224504, 33.82156799912717], [-118.222442, 33.81187899912726], [-118.222439, 33.80823599912736], [-118.222436, 33.804447999127355], [-118.222436, 33.80415199912737], [-118.226797, 33.79214799912753], [-118.226966, 33.79085999912756], [-118.227463, 33.79034399912756], [-118.220749, 33.782622999127646], [-118.240387, 33.76770599912782], [-118.240836, 33.76732999912786], [-118.24545, 33.7638889991279], [-118.253476, 33.761060999127906], [-118.258943, 33.76051799912792], [-118.260092, 33.76107799912792], [-118.260881, 33.76850399912784]]], ""type"": ""Polygon""}",6037980014,6480283,973764,33.7824778,-118.2384201,150,99,33.99977333,2.502050227,45,57,15,11,0.3546,0.2216,0.8368,0.0719,0.2308
